A00-B99;;;;;A00-B99. ДЕЯКІ ІНФЕКЦІЙНІ ТА ПАРАЗИТАРНІ ХВОРОБИ;;
;;;G83.00;;Диплегія верхніх кінцівок;;
;;;G83.10;;Моноплегія нижньої кінцівки;;
;;;G83.20;;Моноплегія верхньої кінцівки;;
;;;G83.30;;Моноплегія, неуточнена;;
;;;G83.40;;Синдром кінського хвоста;;
;;;G83.80;;Iнші уточнені паралітичні синдроми;;
;;;G83.90;;Паралітичні синдроми, неуточнені;;
;G90-G99;;;;G90-G99. Інші хвороби нервової системи;;
;;G90;;;G90. Розлади вегетативної нервової системи;;
;;;G90.00;;Iдіопатична периферична вегетативна невропатія;;
;;;G90.10;;Сімейна дизавтономія (РайліДея);;
;;;G90.20;;Синдром Горнера;;
;;;G90.30;;Багатосистемна дегенерація;;
;;;G90.80;;Iнші розлади вегетативної нервової системи;;
;;;G90.90;;Розлад вегетативної нервової системи, неуточнений;;
;;G91;;;G91. Гідроцефалія;;
;;;G91.00;;Сполучена гідроцефалія;;
;;;G91.10;;Обструктивна гідроцефалія;;
;;;G91.20;;Гідроцефалія при нормальному тиску;;
;;;G91.30;;Післятравматична гідроцефалія, неуточнена;;
;;;G91.80;;Iнша гідроцефалія;;
;;;G91.90;;Гідроцефалія, неуточнена;;
;;G92;;;G92. Токсична енцефалопатія;;
;;;G92.00;;Токсична енцефалопатія;;
;;G93;;;G93. Iнші ураження головного мозку;;
;;;G93.00;;Церебральні кісти;;
;;;G93.10;;Аноксичні ушкодження головного мозку, не класифіковані в інших рубриках;;
;;;G93.20;;Доброякісна внутрішньочерепна гіпертензія;;
;;;G93.30;;Післявірусний синдром стомлюваності;;
;;;G93.40;;Енцефалопатія неуточненої етіології;;
;;;G93.50;;Компресія головного мозку;;
;;;G93.60;;Набряк мозку;;
;;;G93.70;;Синдром Рейє;;
;;;G93.80;;Iнші уточнені ураження головного мозку;;
;;;G93.90;;Ураження головного мозку неуточненої етіології;;
;;G94;;;G94. Iнші ураження головного мозку при хворобах, класифікованих в інших рубриках;;
;;;G94.00;;Гідроцефалія при інфекційних та паразитарних хворобах, класифікованих в інших рубриках (А00В99);;
;;;G94.10;;Гідроцефалія при пухлинних хворобах;;
;;;G94.20;;Гідроцефалія при хворобах, класифікованих в інших рубриках;;
;;;G94.80;;Iнші уточнені ураження головного мозку при хворобах, класифікованих в інших рубриках;;
;;G95;;;G95. Iнші хвороби спинного мозку;;
;;;G95.00;;Сирингомієлія та сирингобульбія;;
;;;G95.10;;Судинна мієлопатія;;
;;;G95.20;;Компресія спинного мозку, неуточнена;;
;;;G95.80;;Інші уточнені хвороби спинного мозку;;
;;;G95.90;;Хвороба спинного мозку, неуточнена;;
;;G96;;;G96. Iнші ураження центральної нервової системи;;
;;;G96.00;;Витікання спинномозкової рідини;;
;;;G96.10;;Ураження оболонок головного мозку, не класифіковані в інших рубриках;;
;;;G96.80;;Iнші уточнені ураження центральної нервової системи;;
;;;G96.90;;Ураження центральної нервової системи неуточненої етіології;;
;;G97;;;G97. Ураження нервової системи, спричинені медичними процедурами, не класифікованими в інших рубриках;;
;;;G97.00;;Витікання спинномозкової рідини внаслідок спинномозкової пункції;;
;;;G97.10;;Iнша реакція на спинномозкову пункцію;;
;;;G97.20;;Внутрішньочерепна гіпотензія після вентрикулярного шунтування;;
;;;G97.80;;Iнші післяпроцедурні ураження нервової системи;;
;;;G97.90;;Післяпроцедурне ураження нервової системи неуточненої етіології;;
;;G98;;;G98. Iнші ураження нервової системи, не класифіковані в інших рубриках;;
;;;G98.00;;Iнші ураження нервової системи, не класифіковані в інших рубриках;;
;;G99;;;G99. Iнші ураження нервової системи при хворобах, класифікованих в інших рубриках;;
;;;G99.00;;Вегетативна невропатія при ендокринних та метаболічних хворобах;;
;;;G99.10;;Iнші ураження вегетативної нервової системи при інших хворобах, класифікованих в інших рубриках;;
;;;G99.20;;Мієлопатія при хворобах, класифікованих в інших рубриках;;
;;;G99.80;;Iнші уточнені ураження нервової системи при хворобах, класифікованих в інших рубриках;;
H00-H59;;;;;H00-H59. ХВОРОБИ ОКА ТА ПРИДАТКОВОГО АПАРАТУ;;
;H00-H06;;;;H00-H06. Хвороби повіки, сльозного шляху та орбіти;;
;;H00;;;H00. Ячмінь і халазіон;;
;;;H00.00;;Ячмінь та інші глибокі запалення повік;;
;;;H00.10;;Халазіон;;
;;H01;;;H01. Iнші запалення повік;;
;;;H01.00;;Блефарит;;
;;;H01.10;;Неінфекційні дерматози повіки;;
;;;H01.80;;Iнші уточнені запалення повіки;;
;;;H01.90;;Запалення повіки, неуточнене;;
;;H02;;;H02. Iнші хвороби повік;;
;;;H02.00;;Ентропіон та трихіаз повіки;;
;;;H02.10;;Ектропіон повіки;;
;;;H02.20;;Лагофтальм;;
;;;H02.30;;Блефарохалазис;;
;;;H02.40;;Птоз повіки;;
;;;H02.50;;Iнші хвороби, що порушують функцію повіки;;
;;;H02.60;;Ксантелазма повіки;;
;;;H02.70;;Iнші дегенеративні хвороби повіки та навколоочної ділянки;;
;;;H02.80;;Iнші уточнені хвороби повіки;;
;;;H02.90;;Хвороба повіки, неуточнена;;
;;H03;;;H03. Ураження повіки при хворобах, класифікованих в інших рубриках;;
;;;H03.00;;Паразитарні хвороби повіки при хворобах, класифікованих в інших рубриках;;
;;;H03.10;;Ураження повіки при інших інфекційних хворобах, класифікованих в інших рубриках;;
;;;H03.80;;Ураження повіки при інших хворобах, класифікованих в інших рубриках;;
;;H04;;;H04. Хвороби сльозового апарату;;
;;;H04.00;;Дакріоаденіт;;
;;;H04.10;;Iнші хвороби сльозової залози;;
;;;H04.20;;Епіфора;;
;;;H04.30;;Гостре і неуточнене запалення сльозовивідних шляхів;;
;;;H04.40;;Хронічне запалення сльозових проток;;
;;;H04.50;;Стеноз і недостатність сльозових проток;;
;;;H04.60;;Iнші зміни сльозових проток;;
;;;H04.80;;Iнші хвороби сльозового апарату;;
;;;H04.90;;Хвороба сльозового апарату, неуточнена;;
;;H05;;;H05. Хвороби орбіти (очної ямки);;
;;;H05.00;;Гостре запалення орбіти;;
;;;H05.10;;Хронічні запальні хвороби орбіти;;
;;;H05.20;;Екзофтальмічні стани;;
;;;H05.30;;Деформація орбіти;;
;;;H05.40;;Енофтальм;;
;;;H05.50;;Стороннє тіло, яке давно потрапило до орбіти внаслідок проникного поранення орбіти;;
;;;H05.80;;Iнші хвороби орбіти;;
;;;H05.90;;Хвороба орбіти, неуточнена;;
;;H06;;;H06. Ураження сльозового апарату та орбіти при хворобах, класифікованих в інших рубриках;;
;;;H06.00;;Ураження сльозового апарату при хворобах, класифікованих в інших рубриках;;
;;;H06.10;;Паразитарна інвазія орбіти при хворобах, класифікованих в інших рубриках;;
;;;H06.20;;Екзофтальм при порушенні функції щитовидної залози (Е05.);;
;;;H06.30;;Iнші ураження орбіти при хворобах, класифікованих в інших рубриках;;
;H10-H13;;;;H10-H13. Хвороби кон'юнктиви;;
;;H10;;;H10. Кон'юнктивіт;;
;;;H10.00;;Слизовогнійний кон'юнктивіт ;;
;;;H10.10;;Гострий атопічний кон'юнктивіт;;
;;;H10.20;;Iнший гострий кон'юнктивіт;;
;;;H10.30;;Гострий кон'юнктивіт, неуточнений;;
;;;H10.40;;Хронічний кон'юнктивіт;;
;;;H10.50;;Блефарокон'юнктивіт;;
;;;H10.80;;Iнший кон'юнктивіт;;
;;;H10.90;;Кон'юнктивіт, неуточнений;;
;;H11;;;H11. Iнші хвороби кон'юнктиви;;
;;;H11.00;;Птеригій;;
;;;H11.10;;Кон'юнктивальні переродження та відкладення;;
;;;H11.20;;Кон'юнктивальні рубці;;
;;;H11.30;;Кон'юнктивальний крововилив;;
;;;H11.40;;Iнші кон'юнктивальні судинні хвороби та кісти;;
;;;H11.80;;Iнші уточнені хвороби кон'юнктиви;;
;;;H11.90;;Хвороби кон'юнктиви, неуточнені;;
;;H13;;;H13. Ураження кон'юнктиви при хворобах, класифікованих в інших рубриках;;
;;;H13.00;;Філярійна інвазія кон'юнктиви (В74.);;
;;;H13.10;;Гострий кон'юнктивіт при хворобах, класифікованих в інших рубриках;;
;;;H13.20;;Кон'юнктивіт при хворобах, класифікованих в інших рубриках;;
;;;H13.30;;Очний пемфігоїд (L12.);;
;;;H13.80;;Iнші ураження кон'юнктиви при хворобах, класифікованих в інших рубриках;;
;H15-H22;;;;H15-H22. Хвороби склери, рогівки, райдужної оболонки і ціліарного тіла;;
;;H15;;;H15. Хвороби склери;;
;;;H15.00;;Склерит;;
;;;H15.10;;Епісклерит;;
;;;H15.80;;Iнші ураження склери;;
;;;H15.90;;Хвороби склери, неуточнені;;
;;H16;;;H16. Кератит;;
;;;H16.00;;Виразка рогівки;;
;;;H16.10;;Iнший поверхневий кератит без кон'юнктивіту;;
;;;H16.20;;Кератокон'юнктивіт;;
;;;H16.30;;Iнтерстиціальний (стромальний) і глибокий кератит;;
;;;H16.40;;Неоваскуляризація рогівки;;
;;;H16.80;;Iнші форми кератиту;;
;;;H16.90;;Кератит, неуточнений;;
;;H17;;;H17. Рубці і помутніння рогівки;;
;;;H17.00;;Лейкома злиплива;;
;;;H17.10;;Iнше центральне помутніння рогівки;;
;;;H17.80;;Iнші рубці та помутніння рогівки;;
;;;H17.90;;Рубці та помутніння рогівки, неуточнені;;
;;H18;;;H18. Iнші хвороби рогівки;;
;;;H18.00;;Пігментація і відкладення у рогівці;;
;;;H18.10;;Бульозна кератопатія;;
;;;H18.20;;Інший набряк рогівки;;
;;;H18.30;;Зміни оболонок рогівки;;
;;;H18.40;;Дегенерація рогівки;;
;;;H18.50;;Спадкові дистрофії рогівки;;
;;;H18.60;;Кератоконус;;
;;;H18.70;;Iнші деформації рогівки;;
;;;H18.80;;Iнші уточнені хвороби рогівки;;
;;;H18.90;;Хвороби рогівки, неуточнені;;
;;H19;;;H19. Ураження склери і рогівки при хворобах,  класифікованих в інших рубриках;;
;;;H19.00;;Склерит та епісклерит при хворобах, класифікованих в інших рубриках;;
;;;H19.10;;Герпетичний кератит і кератокон'юнктивіт (В00.5);;
;;;H19.20;;Кератит і кератокон'юнктивіт при інших інфекційних і паразитарних хворобах, класифікованих в інших рубриках;;
;;;H19.30;;Кератит і кератокон'юнктивіт при хворобах, класифікованих в інших рубриках;;
;;;H19.80;;Iнші ураження склери і рогівки при хворобах, класифікованих в інших рубриках;;
;;H20;;;H20. Iридоцикліт;;
;;;H20.00;;Гострий і підгострий іридоцикліт;;
;;;H20.10;;Хронічний іридоцикліт;;
;;;H20.20;;Iридоцикліт, спричинений інтраокулярними лінзами;;
;;;H20.80;;Iнший іридоцикліт;;
;;;H20.90;;Iридоцикліт, неуточнений;;
;;H21;;;H21. Iнші хвороби райдужної оболонки та циліарного тіла;;
;;;H21.00;;Гіфема;;
;;;H21.10;;Iнші судинні хвороби райдужної оболонки і циліарного тіла;;
;;;H21.20;;Дегенерація райдужної оболонки і циліарного тіла;;
;;;H21.30;;Кіста райдужної оболонки, циліарного тіла і передньої камери ока;;
;;;H21.40;;Зіничні мембрани;;
;;;H21.50;;Iнші види спайок і розривів райдужної оболонки і циліарного тіла;;
;;;H21.80;;Iнші уточнені хвороби райдужної оболонки і циліарного тіла;;
;;;H21.90;;Хвороби райдужної оболонки і циліарного тіла, неуточнені;;
;;H22;;;H22. Ураження райдужної оболонки та циліарного тіла при хворобах, класифікованих в інших рубриках;;
;;;H22.00;;Iридоцикліт при інфекційних хворобах, класифікованих в інших рубриках;;
;;;H22.10;;Iридоцикліт при захворюваннях, класифікованих в інших рубриках;;
;;;H22.80;;Iнші ураження райдужної оболонки і циліарного тіла при хворобах, класифікованих в інших рубриках;;
;H25-H28;;;;H25-H28. Хвороби кришталика;;
;;H25;;;H25. Стареча катаракта;;
;;;H25.00;;Початкова стареча катаракта;;
;;;H25.10;;Стареча ядерна катаракта;;
;;;H25.20;;Стареча морганієва катаракта;;
;;;H25.80;;Iнша стареча катаракта;;
;;;H25.90;;Стареча катаракта, неуточнена;;
;;H26;;;H26. Iнші катаракти;;
;;;H26.00;;Дитяча, юнацька і пресенільна катаракта;;
;;;H26.10;;Травматична катаракта;;
;;;H26.20;;Катаракта з ускладненням;;
;;;H26.30;;Катаракта, спричинена лікарськими засобами;;
;;;H26.40;;Вторинна катаракта;;
;;;H26.80;;Iнша уточнена катаракта;;
;;;H26.90;;Катаракта, неуточнена;;
;;H27;;;H27. Iнші хвороби кришталика;;
;;;H27.00;;Афакія;;
;;;H27.10;;Вивих кришталика;;
;;;H27.80;;Iнші уточнені хвороби кришталика;;
;;;H27.90;;Хвороби кришталика, неуточнені;;
;;H28;;;H28. Катаракта та інші ураження кришталика при хворобах, класифікованих в інших рубриках;;
;;;H28.00;;Діабетична катаракта (Е10Е14 з загальним четвертим знаком .3);;
;;;H28.10;;Катаракта при інших хворобах ендокринної системи, розладах харчування, порушеннях обміну речовин, класифікованих в інших рубриках;;
;;;H28.20;;Катаракта при інших захворюваннях, класифікованих в інших рубриках;;
;;;H28.80;;Iнші хвороби кришталика при захворюваннях, класифікованих в інших рубриках;;
;H30-H36;;;;H30-H36. Ураження судинної оболонки ока і сітківки;;
;;H30;;;H30. Хоріоретинальне запалення;;
;;;H30.00;;Вогнищеве хоріоретинальне запалення;;
;;;H30.10;;Дисеміноване хоріоретинальне запалення;;
;;;H30.20;;Задній цикліт;;
;;;H30.80;;Інші хоріоретинальні запалення;;
;;;H30.90;;Хоріоретинальні запалення, неуточнені;;
;;H31;;;H31. Iнші хвороби судинної оболонки ока;;
;;;H31.00;;Хоріоретинальні рубці;;
;;;H31.10;;Дегенерація судинної оболонки ока;;
;;;H31.20;;Спадкова дистрофія судинної оболонки ока;;
;;;H31.30;;Крововиливи і розриви судинної оболонки ока;;
;;;H31.40;;Відшарування судинної оболонки ока;;
;;;H31.80;;Iнші уточнені хвороби судинної оболонки ока;;
;;;H31.90;;Хвороби судинної оболонки, неуточнені;;
;;H32;;;H32. Хоріоретинальні ураження при хворобах, класифікованих в інших рубриках;;
;;;H32.00;;Хоріоретинальне запалення при інфекційних і паразитарних хворобах, класифікованих в інших рубриках;;
;;;H32.80;;Iнші хоріоретинальні хвороби при захворюваннях, класифікованих в інших рубриках;;
;;H33;;;H33. Відшарування та розриви сітківки;;
;;;H33.00;;Відшарування сітківки з розривом сітківки;;
;;;H33.10;;Ретиношизис та ретинальні кісти;;
;;;H33.20;;Серозне відшарування сітківки;;
;;;H33.30;;Розриви сітківки без відшарування;;
;;;H33.40;;Тракційне відшарування сітківки;;
;;;H33.50;;Iнші форми відшарування сітківки;;
;;H34;;;H34. Оклюзії судин сітківки;;
;;;H34.00;;Транзиторна ретинальна артеріальна оклюзія;;
;;;H34.10;;Центральна ретинальна артеріальна оклюзія;;
;;;H34.20;;Iнші ретинальні артеріальні оклюзії;;
;;;H34.80;;Iнші ретинальні судинні оклюзії;;
;;;H34.90;;Ретинальна васкулярна оклюзія, неуточнена;;
;;H35;;;H35. Iнші хвороби сітківки;;
;;;H35.00;;Фонова ретинопатія та ретинальні судинні зміни;;
;;;H35.10;;Преретинопатія;;
;;;H35.20;;Iнша проліферативна ретинопатія;;
;;;H35.30;;Дегенерація макули та заднього полюсу;;
;;;H35.40;;Периферична дегенерація сітківки;;
;;;H35.50;;Спадкова дистрофія сітківки;;
;;;H35.60;;Ретинальний крововилив;;
;;;H35.70;;Розщеплення шарів сітківки;;
;;;H35.80;;Iнші уточнені ураження сітківки;;
;;;H35.90;;Хвороба сітківки, неуточнена;;
;;H36;;;H36. Ураження сітківки при хворобах, класифікованих в інших рубриках;;
;;;H36.00;;Діабетична ретинопатія (Е10Е14 з загальним четвертим знаком .3);;
;;;H36.80;;Iнші ураження сітківки при хворобах, класифікованих в інших рубриках;;
;H40-H42;;;;H40-H42. Глаукома;;
;;H40;;;H40. Глаукома;;
;;;H40.00;;Підозра на глаукому;;
;;;H40.10;;Первинна відкритокутова глаукома;;
;;;H40.20;;Первинна закритокутова глаукома;;
;;;H40.30;;Глаукома вторинна внаслідок травми ока;;
;;;H40.40;;Глаукома вторинна внаслідок запального захворювання ока;;
;;;H40.50;;Глаукома вторинна внаслідок інших хвороб ока;;
;;;H40.60;;Глаукома вторинна медикаментозна;;
;;;H40.80;;Iнша глаукома;;
;;;H40.90;;Глаукома, неуточнена;;
;;H42;;;H42. Глаукома при хворобах, класифікованих в інших рубриках;;
;;;H42.00;;Глаукома при ендокринних хворобах, розладах харчування та порушеннях обміну речовин;;
;;;H42.80;;Глаукома при інших хворобах, класифікованих в інших рубриках;;
;H43-H45;;;;H43-H45. Хвороби склоподібного тіла та очного яблука;;
;;H43;;;H43. Хвороби скловидного тіла;;
;;;H43.00;;Випадання скловидного тіла (пролапс);;
;;;H43.10;;Крововилив у скловидне тіло;;
;;;H43.20;;Кристалічні відкладення у скловидному тілі;;
;;;H43.30;;Iнші помутніння скловидного тіла;;
;;;H43.80;;Iнші хвороби скловидного тіла;;
;;;H43.90;;Хвороба скловидного тіла, неуточнена;;
;;H44;;;H44. Хвороби очного яблука;;
;;;H44.00;;Гнійний ендофтальміт;;
;;;H44.10;;Iнші ендофтальміти;;
;;;H44.20;;Дегенеративна міопія;;
;;;H44.30;;Iнші дегенеративні хвороби очного яблука;;
;;;H44.40;;Гіпотонія ока;;
;;;H44.50;;Дегенеративні стани очного яблука;;
;;;H44.60;;Невидалене магнітне стороннє тіло, що давно потрапило в око;;
;;;H44.70;;Невидалене немагнітне стороннє тіло, яке давно потрапило в око;;
;;;H44.80;;Iнші хвороби очного яблука;;
;;;H44.90;;Хвороба очного яблука, неуточнена;;
;;H45;;;H45. Ураження скловидного тіла та очного яблука при хворобах, класифікованих в інших рубриках ;;
;;;H45.00;;Крововилив у скловидне тіло при хворобах, класифікованих в інших рубриках;;
;;;H45.10;;Ендофтальміт при хворобах, класифікованих в інших рубриках;;
;;;H45.80;;Iнші ураження скловидного тіла та очного яблука при хворобах , класифікованих в інших рубриках;;
;H46-H48;;;;H46-H48. Хвороби зорового нерва та зорових шляхів;;
;;H46;;;H46. Неврит зорового нерва;;
;;;H46.00;;Неврит зорового нерва;;
;;H47;;;H47. Iнші хвороби зорового (2го) нерва та зорових шляхів;;
;;;H47.00;;Хвороби зорового нерва, не класифіковані в інших рубриках;;
;;;H47.10;;Набряк диску зорового нерва, неуточнений;;
;;;H47.20;;Атрофія зорового нерва;;
;;;H47.30;;Iнші хвороби диску зорового нерва;;
;;;H47.40;;Ураження перехрестя зорових нервів;;
;;;H47.50;;Ураження інших відділів зорових шляхів;;
;;;H47.60;;Ураження зорової кіркової ділянки;;
;;;H47.70;;Хвороби зорових провідних шляхів, неуточнені;;
;;H48;;;H48. Ураження зорового (2го) нерва та зорових шляхів при хворобах, класифікованих в інших рубриках ;;
;;;H48.00;;Атрофія зорового нерва при хворобах, класифікованих в інших рубриках;;
;;;H48.10;;Ретробульбарний неврит при хворобах, класифікованих в інших рубриках;;
;;;H48.80;;Iнші ураження зорового нерва та зорових шляхів при хворобах, класифікованих в інших рубриках;;
;H49-H52;;;;H49-H52. Хвороби м'язів ока, порушення співдружності руху, акомодації і рефракції;;
;;H49;;;H49. Паралітична косоокість;;
;;;H49.00;;Параліч третього (окуломоторного) нерва;;
;;;H49.10;;Параліч четвертого (блокового) нерва;;
;;;H49.20;;Параліч шостого (відвідного) нерва;;
;;;H49.30;;Повна (зовнішня) офтальмоплегія;;
;;;H49.40;;Прогресуюча зовнішня офтальмоплегія;;
;;;H49.80;;Iнша паралітична косоокість;;
;;;H49.90;;Паралітична косоокість, неуточнена;;
;;H50;;;H50. Iнші форми косоокості;;
;;;H50.00;;Збіжна співдружна косоокість;;
;;;H50.10;;Розбіжна співдружна косоокість;;
;;;H50.20;;Вертикальна косоокість;;
;;;H50.30;;Переміжна гетеротропія;;
;;;H50.40;;Iнші та неуточнені гетеротропії;;
;;;H50.50;;Гетерофорія;;
;;;H50.60;;Механічна косоокість;;
;;;H50.80;;Iнші уточнені види косоокості;;
;;;H50.90;;Косоокість, неуточнена;;
;;H51;;;H51. Iнші порушення співдружнього руху очей;;
;;;H51.00;;Параліч погляду;;
;;;H51.10;;Недостатність конвергенції (конвергенція недостатня і надмірна);;
;;;H51.20;;Внутрішньоядерна офтальмоплегія;;
;;;H51.80;;Iнші уточнені порушення співдружнього руху очей;;
;;;H51.90;;Порушення співдружнього руху очей, неуточнене;;
;;H52;;;H52. Порушення рефракції та акомодації;;
;;;H52.00;;Гіперметропія;;
;;;H52.10;;Міопія;;
;;;H52.20;;Астигматизм;;
;;;H52.30;;Анізометропія та анізейконія;;
;;;H52.40;;Пресбіопія;;
;;;H52.50;;Порушення акомодації;;
;;;H52.60;;Iнші порушення рефракції;;
;;;H52.70;;Порушення рефракції, неуточнене;;
;H53-H54;;;;H53-H54. Розлади зору і сліпота;;
;;H53;;;H53. Розлади зору;;
;;;H53.00;;Амбліопія внаслідок анопсії;;
;;;H53.10;;Суб'єктивні розлади зору;;
;;;H53.20;;Диплопія;;
;;;H53.30;;Iнші порушення бінокулярного зору;;
;;;H53.40;;Дефекти поля зору;;
;;;H53.50;;Аномалії колірного зору;;
;;;H53.60;;Нічна сліпота;;
;;;H53.80;;Iнші розлади зору;;
;;;H53.90;;Розлад зору, неуточнений;;
;;H54;;;H54. Сліпота та знижений зір;;
;;;H54.00;;Сліпота обох очей;;
;;;H54.10;;Сліпота одного ока, знижений зір другого ока;;
;;;H54.20;;Знижений зір обох очей;;
;;;H54.30;;Неуточнена втрата зору обох очей;;
;;;H54.40;;Сліпота одного ока;;
;;;H54.50;;Знижений зір одного ока;;
;;;H54.60;;Неуточнена втрата зору одного ока;;
;;;H54.70;;Неуточнена втрата зору;;
;H55-H59;;;;H55-H59. Інші хвороби ока і придаткового апарату;;
;;H55;;;H55. Ністагм та інші мимовільні рухи очей;;
;;;H55.00;;Ністагм та інші мимовільні рухи очей;;
;;H57;;;H57. Iнші хвороби ока та його придаткового апарату;;
;;;H57.00;;Аномалія функції зіниці;;
;;;H57.10;;Очний біль;;
;;;H57.80;;Iнші неуточнені хвороби ока та його придаткового апарату;;
;;;H57.90;;Ураження ока та його придаткового апарату, неуточнене;;
;;H58;;;H58. Iнші ураження ока та його придаткового апарату при хворобах, класифікованих в інших рубриках;;
;;;H58.00;;Аномалії функції зіниці при хворобах, класифікованих в інших рубриках;;
;;;H58.10;;Порушення зору при хворобах, класифікованих в інших рубриках;;
;;;H58.80;;Iнші ураження ока та його придаткового апарату при хворобах, класифікованих в інших рубриках;;
;;H59;;;H59. Ураження ока та його придаткового апарату після медичних процедур;;
;;;H59.00;;Синдром скловидного тіла після операції з приводу катаракти;;
;;;H59.80;;Iнші ураження ока та його придаткового апарату після медичних процедур;;
;;;H59.90;;Ураження ока та його придаткового апарату після медичних процедур, неуточнене;;
H60-H99;;;;;H60-H99. ХВОРОБИ ВУХА ТА СОСКОПОДІБНОГО АПАРАТУ;;
;H60-H62;;;;H60-H62. Хвороби зовнішнього вуха;;
;;H60;;;H60. Зовнішній отит;;
;;;H60.00;;Абсцес зовнішнього вуха;;
;;;H60.10;;Целюліт зовнішнього вуха;;
;;;H60.20;;Злоякісний зовнішній отит;;
;;;H60.30;;Iнший інфекційний зовнішній отит;;
;;;H60.40;;Холестеатома зовнішнього вуха;;
;;;H60.50;;Гострий зовнішній неінфекційний отит;;
;;;H60.80;;Iнші зовнішні отити;;
;;;H60.90;;Зовнішній отит, неуточнений;;
;;H61;;;H61. Iнші хвороби зовнішнього вуха;;
;;;H61.00;;Перихондрит зовнішнього вуха;;
;;;H61.10;;Неінфекційні хвороби вушної раковини;;
;;;H61.20;;Сірчана пробка;;
;;;H61.30;;Набутий стеноз зовнішнього слухового каналу;;
;;;H61.80;;Iнші уточнені хвороби зовнішнього вуха;;
;;;H61.90;;Хвороби зовнішнього вуха, неуточнені;;
;;H62;;;H62. Ураження зовнішнього вуха при хворобах, класифікованих в інших рубриках;;
;;;H62.00;;Зовнішній отит при бактеріальних інфекціях, класифікованих в інших рубриках;;
;;;H62.10;;Зовнішній отит при вірусних інфекціях, класифікованих в інших рубриках;;
;;;H62.20;;Зовнішній отит при мікозах;;
;;;H62.30;;Зовнішній отит при інших інфекційних і паразитарних хворобах, класифікованих в інших рубриках ;;
;;;H62.40;;Зовнішній отит при інших хворобах, класифікованих в інших рубриках;;
;;;H62.80;;Iнші ураження зовнішнього вуха при хворобах, класифікованих в інших рубриках;;
;H65-H75;;;;H65-H75. Хвороби середнього вуха і соскоподібного відростка;;
;;H65;;;H65. Негнійний середній отит;;
;;;H65.00;;Гострий середній серозний отит;;
;;;H65.10;;Iнші гострі негнійні середні отити;;
;;;H65.20;;Хронічний серозний середній отит;;
;;;H65.30;;Хронічний слизовий середній отит;;
;;;H65.40;;Iнші хронічні негнійні середні отити;;
;;;H65.90;;Негнійний середній отит, неуточнений;;
;;H66;;;H66. Гнійний і неуточнений середній отит;;
;;;H66.00;;Гострий гнійний середній отит;;
;;;H66.10;;Хронічний туботимпанальний гнійний середній отит;;
;;;H66.20;;Хронічний епітимпаноантральний гнійний середній отит;;
;;;H66.30;;Iнші хронічні гнійні середні отити;;
;;;H66.40;;Гнійний середній отит, неуточнений;;
;;;H66.90;;Середній отит, неуточнений;;
;;H67;;;H67. Середній отит при хворобах, класифікованих в інших рубриках;;
;;;H67.00;;Середній отит при бактеріальних інфекціях, класифікованих в інших рубриках;;
;;;H67.10;;Середній отит при вірусних інфекціях, класифікованих в інших рубриках;;
;;;H67.80;;Середній отит при інших хворобах, класифікованих в інших рубриках;;
;;H68;;;H68. Запалення та закупорення слухової (євстахієвої) труби;;
;;;H68.00;;Запалення слухової (євстахієвої) труби;;
;;;H68.10;;Закупорка слухової (євстахієвої) труби;;
;;H69;;;H69. Iнші хвороби слухової (євстахієвої) труби;;
;;;H69.00;;Зяюча слухова (євстахієва) труба;;
;;;H69.80;;Iнші уточнені хвороби слухової (євстахієвої) труби;;
;;;H69.90;;Хвороба слухової (євстахієвої) труби, неуточнена;;
;;H70;;;H70. Мастоїдит і споріднені стани;;
;;;H70.00;;Гострий мастоїдит;;
;;;H70.10;;Хронічний мастоїдит;;
;;;H70.20;;Петрозит;;
;;;H70.80;;Iнші форми мастоїдиту та споріднених станів;;
;;;H70.90;;Мастоїдит, неуточнений;;
;;;H71.00;;Холестеатома середнього вуха;;
;;H72;;;H72. Перфорація барабанної перетинки;;
;;;H72.00;;Центральна перфорація барабанної перетинки;;
;;;H72.10;;Перфорація барабанної перетинки у ділянці атика;;
;;;H72.20;;Iнші крайові перфорації барабанної перетинки;;
;;;H72.80;;Iнші види перфорації барабанної перетинки;;
;;;H72.90;;Перфорація барабанної перетинки, неуточнена;;
;;H73;;;H73. Iнші хвороби барабанної перетинки;;
;;;H73.00;;Гострий мірингіт;;
;;;H73.10;;Хронічний мірингіт;;
;;;H73.80;;Iнші уточнені хвороби барабанної перетинки;;
;;;H73.90;;Хвороба барабанної перетинки, неуточнена;;
;;H74;;;H74. Iнші хвороби середнього вуха і сосковидного відростку;;
;;;H74.00;;Тимпаносклероз;;
;;;H74.10;;Адгезивна хвороба середнього вуха;;
;;;H74.20;;Розрив і зміщення слухових кісточок;;
;;;H74.30;;Iнші набуті дефекти слухових кісточок;;
;;;H74.40;;Поліп середнього вуха;;
;;;H74.80;;Iнші уточнені хвороби середнього вуха і сосковидного відростку;;
;;;H74.90;;Хвороба середнього вуха і сосковидного відростку, неуточнена;;
;;H75;;;H75. Iнші ураження середнього вуха та сосковидного відростку при хворобах, класифікованих в інших рубриках;;
;;;H75.00;;Мастоїдит при інфекційних і паразитарних хворобах, класифікованих в інших рубриках;;
;;;H75.80;;Iнші уточнені хвороби середнього вуха і сосковидного відростку при хворобах, класифікованих в інших рубриках;;
